lag,median_U1,p16_U1,p84_U1,p2_5_U1,p97_5_U1,median_U2,p16_U2,p84_U2,p2_5_U2,p97_5_U2,median_R12,p16_R12,p84_R12,p2_5_R12,p97_5_R12,median_S12,p16_S12,p84_S12,p2_5_S12,p97_5_S12,median_leak,p16_leak,p84_leak,p2_5_leak,p97_5_leak
43,0.10664784119756571,0.08624958028639333,0.13080298612593563,0.06379782579306213,0.1531649099901044,0.013237424507933748,0.000731756358877332,0.026856545218879393,0.0,0.039969963610705324,0.4696644794448762,0.4554377911557673,0.48315630883805405,0.44402070089407014,0.4918649260695508,0.4110275630085364,0.3916123385217824,0.42535899140642086,0.3720057188180265,0.4409534066012308,0.6139943960791227,0.6007870794220801,0.6230073459981926,0.5931320192183388,0.6349266693443169
44,0.1053130588486958,0.08319742253261639,0.12635779092389968,0.06353503160797534,0.1496763447541569,0.01304197218939053,0.0005631487401669919,0.02806394406900242,0.0,0.04600300147526769,0.4671369509323702,0.4511222611545634,0.4791951364131385,0.4394527445548818,0.4876664007801124,0.41600456419920184,0.39512273317144125,0.4290346566484646,0.380506178982028,0.4427171409111017,0.6148662884393352,0.6021288046279808,0.6247744413226155,0.5942942836500669,0.6354755018090524
45,0.10240372281644136,0.08385320280498537,0.12565678240534894,0.06510788963953817,0.14611942335665198,0.014630834143719091,0.0021761499575517645,0.03188174591092497,0.0,0.04950912161023473,0.4614399626678713,0.4469443473676731,0.4757801797761655,0.4346738924919852,0.48314729066484824,0.41926038055486314,0.39853216036298106,0.43599150503115075,0.38329248791156034,0.4489094705810451,0.6155409304348091,0.6043016638771735,0.6275842803088831,0.5967728160246621,0.6371324562244329
46,0.10155387741925978,0.08370045472814061,0.12501817702362464,0.06773094015941042,0.14167594469263484,0.01551268297439205,0.0030117781296703865,0.03454124076050838,0.0,0.051775971228960944,0.45608943384536826,0.4405122807115154,0.46876055638810243,0.42817887184210546,0.4780946567027515,0.42038287470849534,0.4049994584774272,0.43948936917353676,0.3853512198747336,0.453136225748183,0.6168745751680116,0.604809094507331,0.6277073814820666,0.595921278113005,0.6381893529852793
47,0.10437235121545577,0.08526590641355651,0.12542306761311023,0.0698216385620704,0.13941417400944286,0.019933304098453605,0.00600583687837419,0.039045782881208725,0.0,0.05574851467484718,0.4496074323508533,0.433502004669333,0.4606730319161959,0.42196329793904347,0.47046475189871617,0.42328514760151814,0.40704894112757295,0.44161131634733947,0.38824403469140273,0.45360599104890476,0.6175125391123892,0.6055223947031371,0.6285424203774435,0.5974964158563609,0.6397852696887585
48,0.10424186212557099,0.0885098457146235,0.12429865008847406,0.06959608980370327,0.13804997339991004,0.022118659854247925,0.01042132756597603,0.042220605963560046,0.0004483091477726085,0.059594504297440516,0.44466153107037865,0.4277071915968219,0.4540898044077338,0.41546170912236235,0.46574224821631316,0.4257141150630397,0.4110305423642578,0.4451448413875895,0.38964807993088674,0.4560631182712311,0.6170022573548601,0.607740730370453,0.6302542101816138,0.5950200676227936,0.6425571321242376
49,0.10462980319130138,0.09084154127030798,0.12340929605399328,0.0726085258320924,0.1384657537192615,0.025249861670966794,0.012015038917340452,0.045199437542734366,0.0004613149718375376,0.06542035727846995,0.4388155387154059,0.42394842409832567,0.4500199254322707,0.40789399273724947,0.4612681498459474,0.42754412898302774,0.41295785924966916,0.44662269152818784,0.39007471565110075,0.45993947448455846,0.6193516943856914,0.6102676595744891,0.6321274300289358,0.5952747868211593,0.6446620418131528
50,0.1063156190000615,0.0904160473855889,0.12397467194231332,0.07318478261717232,0.13777794974908847,0.027500575267772564,0.013227584195892579,0.045951836702023865,0.0004706015870384901,0.06930795804410314,0.4345497306384266,0.4218317763628038,0.44757436309668436,0.405412553584529,0.4589728594998273,0.43012540602270016,0.4151316998647946,0.4478158000733852,0.394072495323897,0.46374047048160044,0.621514068884016,0.6136781580129835,0.6338905997555127,0.5954063445493597,0.6455694451649068
51,0.10689208327065605,0.08985926871607573,0.12332775639438574,0.07078264436828591,0.13739206636935977,0.02565438557095707,0.013064839630278248,0.04780283899088162,0.0,0.06545045486852924,0.4303558085727089,0.4199214763489734,0.44538356814326946,0.4054960977136351,0.4564097878903409,0.43415604025887183,0.4173943916872824,0.4504131063230278,0.3987518994892641,0.4671886255611602,0.6255550294695224,0.6156132112412284,0.6361946602465454,0.5999491944297133,0.6501729168228912
52,0.10623160118865366,0.08725654212046995,0.12090997995266778,0.06897102898460122,0.13761166022390411,0.025091900963564527,0.010452013335293636,0.04339126395268564,0.0,0.06254517866601003,0.42916037459498874,0.4181234856953101,0.44290539219465486,0.4044373281664515,0.4566364976645435,0.4385626466535504,0.42000236757954423,0.455496596042874,0.40433370310744626,0.4717635810679724,0.6288764963628901,0.6185893561371639,0.6395539552814735,0.6034416143457696,0.6528847089641818
